rating,title
4,Unreliable phone shuts off randomly and doesn't power back on
4,"An excellent phone, especially for Microsoft Office users."
5,Elegant Phone - Recommend
2,I wish I would have known....
1,Charging Port Breaks Easily
5,Excellent
5,"I Love my Nokia Lumia 822! If it can't do it, you don't need it!"
5,A Great Choice
4,great phone
5,Love It!
4,Very pleased with the Lumia 822 phone!!!
1,3 strikes = out
1,Nice features are pointless if the battery doesn't last!
1,Verizon Lumia 822. Trouble! Don't buy this phone!
2,Too soon to buy
1,Could be 5 Stars if Verizon didn't Alter the OS to Charge for Visual Voicemail
1,Ford SYNC
5,Happy customer
5,Great item
3,Three Stars
5,Five Stars
3,Item had issues
5,Happy with purchase
5,Nokia Phone
5,excellent
4,Quick shipping.
5,Lumia 822 In Depth
5,"Absolutely beautiful, functional, fluid device"
4,Elegant Device With A Few Quirks
5,Awesome phone! Able to use this with other carriers as well
5,Beautiful and Innovative Phone
5,Awesome Phone
3,Slightly Disappointing
4,Excellent 4G LTE Smartphone with some limitations
5,Best phone I've ever had
1,A real review from a real person
5,excellent phone!
5,Just a great phone!
5,Works Flawlessly
5,Very Happy with my choice
2,Cute Phone but Not Ready for Prime Time
3,"Nice Phone, But..."
2,Don't buy to use in GSM network Or better avoid Verizon WP8 phones...
1,Defective Lumina 822 and My Experience with Nokia
4,"Nice Phone, But camera didn't work."
5,Replaced old phone with same but updated - Matched perfectly !! Love it !
5,Five Stars
1,The Lumia 822 is a great phone. We've had two of them and they ...
5,Five Stars
5,Five Stars
5,Chose Nokia 822 over HTC 8x and iPhone5
5,Great change from iPhone boredom
5,"Review from Linux Using, PC building, Android Rooting, Techie"
2,I wasted so many USB cables and earphones on this device
3,great phones
5,love my Lumia 822 from verizon
1,-- Bad software where you are constantly and inexplicably being dropped ...
1,STAY AWAY FROM THIS PHONE
5,Five Stars
5,Five Stars
5,Five Stars
5,Love this phone so far
5,A phone that's well worth its price
4,excellent but not perfect
5,Lumia 822 In Depth
5,Best phone EVER!
5,Great Smartphone!!!
5,"Love this phone!! A+ Qulaity, Function, Value!"
2,I really wanted to like this phone
1,THIS PURCHASE WAS A LOSS OF FUNDS
5,"this is still my favorite phone, the phone now is 3 years old"
5,I loved. Nokia is awesome
2,Does not work in Brazil (it is not 4G 2600) and does not accept system updates - HELLPP!!!
5,Best way to get this great phone without AT&T contract
5,Awesome Windows Phone!!!
4,Overall is a great phone.
2,Two Stars
5,Five Stars
2,So disappointed
1,Phone not working
5,The First Phone I Ever Loved
5,This phone is built like a brick
5,Five Stars
5,"Great phone, best camera. Excellent seller."
5,"Great Phone... Love Windows Phone, love windows phone on Lumia even more."
1,One Star
3,Error code issues
1,"Its cool, its like rolling dice sometimes"
5,windows 8 has improved a lot
5,Five Stars
3,I like my Lumia 640 better
3,Totally Bummed
1,One Star
5,Great phone for the price
5,Five Stars
4,Good phone
1,The caller sounds like the person is in a tunnel but audio is ...
1,PHONE SUCKS BRAND NEW AND INTERNAL SPEAKER NO GOOD GOING BACK ... WILL GIVE NEG FEEDBACK IF NOT 100% REFUND
5,Lumia 920 is awesome phone
1,Not Unlocked - Only works with AT&T network
2,Two Stars
5,Five Stars
3,it's ok
3,Nice phone. Lousy reseller
5,Windows 8 is far superior phone software than other two old timer phone dinosaurs.
5,Very good phone. WP8 has come a long way.
1,Phablet
5,NOKIA LUMIA 920 still reigns supreme!
5,Excellent Phone
1,"Seemed okay at first, and then too late to contact seller within the 30 days"
2,Not the phone for you
3,Good phone for simple task
3,Nice phone but...
5,Good LTE Phone with Solid Windows Features
5,Best AT&T Phone currently available
5,Works really good
4,Watch out for the red Nokia Screen of death...
5,Absolutely love all Windows phones!
4,Four Stars
5,Loved it!
5,Five Stars
4,great phone
5,Five Stars
1,Disappointed and Having to Return
5,Love this phone
5,Amazing
5,excellent phone
4,... I never buy a windows phone again due to poor quantity and quality of apps
5,Five Stars
5,Five Stars
5,Five Stars
5,Nokia Lumia 920
5,Five Stars
3,Great Phone but not unlocked for every gsm network
1,One Star
5,Five Stars
3,pretty good
1,One Star
3,Am I the ONLY one who finds the LACK of available apps for this phone annoying in the extreme?
5,Great Phone
4,Nokia lumia 920 use
3,Plain & Simple
2,Worthless battery
4,I'm happy with it.
3,good for the price
4,A simple phone for talk and text
5,For my Mom
1,Phone was not Carrier Unlocked
1,IT SUCKS
5,No Bluetooth
1,Poorly designed and almost impossible to operate
1,also feels like a play phone I am not
5,It's new here June 14th
4,GOOD PRODUCT !!
4,Simple Phone for simple use
1,Overheating and no charge
5,Don't buy this phone because they lie to much about the phone being unluck
4,Nice phone but would not accept my sim card from my old Motorola Razr
5,Five Stars
4,Was not nunlocked
1,One Star
1,Buyer Beware
5,My new Samsung phone is great.
5,Five Stars
3,meets expectations
5,Five Stars
5,Five Stars
1,can't use every country
1,Locked!
1,The phone is LOCKED!!!!
1,Only can use with AT&T SIM card
2,Two Stars
5,Good phone
1,Messaging very cumbersome and confusing. Can't figure out how ...
1,Not unlocked.
1,Never worked
2,I like this product but the camera was not working
1,Not unlocked
5,"I know, I know... ""Who would buy a phone like this?"""
4,Four Stars
5,Great Product
1,Misrepresented
4,Great Phone
1,oh nooo
4,good phone
3,Three Stars
5,Amazing battery life
5,Great little phone!
3,Basic
1,3G TECHNOLOGY IS GONE
4,"Not 4G or LTE, rather 3G. But phone reception and quality are great."
2,"Attractive product, great interface, with a common major defect."
1,BROKEN AND SEVERE CATCH WITH THE INTERNATIONAL USE
2,"After 3 months, constantly freezing and unresponsive"
1,What a piece of garbage!
2,Consumer Beware
1,Not for US market
5,Really pleased with this phone
4,... Talk $45 a month plan and it is a great phone for the price
1,the costumer service was terrible and the only thing they would tell me is ...
1,Fraud Alert !! These Phones Can Not Be Used On Sprint !!!!!!!!!!!!! They are shipped in a foreign language !!!
5,Worked perfectly!
4,Hands Down BEST Android phone (OVERALL)[Not even close now!]
4,An actual review of this phone.
5,Pretty good phone for the average consumer.
3,"standard, average smartphone, with a couple sticking points."
4,Almost perfect smartphone
5,"Nice phone...kind of big, though"
1,Unless you live in Yemen this phone ain't for you
5,Huge upgrade over SII
5,Big improvement from Samsung S3
3,Make sure customers know they need to purchase a new battery w/phone
2,WARNING: Galaxy AMOLED display prone to cracking!
3,SO SO Samsung S4
5,Huge improvement over S2
1,NOT as advertised from seller: One Time Cell.
4,Amazing phone
4,Love my Samsung Galaxy S4!
2,Loads of problems
5,Best Phone Ever!
5,Best phone out there
1,I purchased the phone June 30th and now at the ...
5,Samsung Galaxy S-4
5,LOVE this phone!
5,This phone is amazing
5,awesome phone
4,Great Phone
4,Good deal
1,From Sprint screwing up Sprint Zone with an update that rendered the phone virtually useless when not connected to WI-FI (over 2
5,Truly a smart phone.
1,Advertised as new. First time I tried to add ...
5,Great Product
1,Normal except phone powers off frequently/daily durine inactivity. Perceived ...
5,Love this phone!
5,Better than purchasing at Sprint
1,i should have looked at more of the reviews before ...
5,Upgrade from Galaxy Note I717
1,Dont waste your money
1,Previous owner was delinquent and Sprint will not activate the phone.
5,Love this phone
1,This is absolutely horrible. This was advertised as a NEW SPRINT Galaxy ...
5,Up and running fine now.
4,No sim card. Popular apps can not be downloaded
4,"Pretty cool, but had mobile data problems."
5,"Samsung, Samsung, Samsung"
5,AWESOME
1,Would NOT recommend company/phone
5,Five Stars
5,Samsung S-4
1,Dont buy
3,Works OK on Wi-Fi but so far I haven't been ...
2,The phone received worked but it kept dying even after ...
4,could have been better
2,wrong item
5,Great Samsung!
5,Great phone
4,Love the phone
5,Amazing Deal! !
5,Love my new phone!
5,Love it love it love it
5,Great Phone!
1,Junk
5,good price
5,gREAT BUT WRONG COLOR
5,Fantastic Phone
4,a few small glitches
5,Review
1,Won’t hold charge
1,Dont buy waste of your money
5,wonderful phone
5,He loves it!!!!!
3,bab softwhere update
5,IMPRESSED CUSTOMER!
5,Great Phone
5,Five Stars
5,Five Stars
5,"Don't be fooled by the ""buy it for 1 cent ..."
5,Five Stars
5,"Big upgrade, so far a big fan"
5,Just a good lil phone for the price of a penny
1,What are you selling in USA
3,Three Stars
2,Phone home buying does not work consistently. Also has ...
5,Five Stars
5,Awesome!!!!
5,Great phone.
4,Great phone but still not super fast
5,I love it
5,The phone of the future
5,Great phone!
4,Overall really nice phone with great features
5,The price was good. Best phone I ever had
5,Product review
2,Dropped calls
1,Waste of time and money
5,Great S4!
5,He says he likes it
3,The Samsung's phone is not unlock. According to the ...
5,but the phone is perfect - no discernible defects and it came
1,Very Disappointed
3,Crippled on arrival
5,great product by Samsung
3,Missing PIN Number
5,I am very satisfied with the phone I purchased for my son
3,started having problems with the phone after 30 days. ...
1,It gives me second thoughts of buying another phone on amazon
5,Android phone
5,My Galaxy S4
5,best cellphone
5,thanks
5,Great phone!
5,Five Stars
4,great phone
3,Good to go
5,Great Samsung Phone at last.
5,the best there is
5,Totally happy
5,Graet phone
3,Three Stars
4,Four Stars
5,I Love my phone
1,Ask for software version before shipping
5,Love this phone!
5,Five Stars
1,Vendor was good in refunding the purchase but the phone didn't work
5,Five Stars
1,Can not withstand a bump
5,Great phone!
5,"Samsung Galaxy S4, Black (Sprint)"
5,try the galaxy for s4what is speed and the function more appsand easy to use
1,Phone seem to have some water damage. The sim ...
5,"Looks great, works great. Thanks!"
5,Great phone
5,Good experience Quick shopping tricks on amazon
5,Great phone
4,Four Stars
5,"everything worked great, no issues thus far and even though they ..."
5,Five Stars
4,Four Stars
5,Five Stars
5,Five Stars
3,It lost charge completely within two hrs. with no ...
5,thanks
1,One Star
1,One Star
5,Five Stars
1,Not a good buy.
5,Never Pay Full Price!!
1,Empty Box
5,Samsung does it again!
5,Love it except for all the factory apps
1,One Star
5,Ordered as a gift
5,Great upgrade from my previous phone
5,love it!
4,Four Stars
1,Stolen phone
1,WARNING: Purchase with caution from this distributor
5,I have one thing which i don't like about is the battery died so fast even if ...
4,Four Stars
5,Awesome Phone
1,This is advertised as being set up for Sprint network ...
5,Five Stars
5,Outstanding Phone.. Highly Recommend
5,Five Stars
5,Beats the hell out of HTC!!!!!
5,Very Satisfied Customer
5,Great phone Samsung
5,Great phone
5,Five Stars
2,Everything is fine other than the phone turns off randomly
2,Two Stars
5,... and get a 720t but the device its in good
5,Best phone
5,Great!
5,Five Stars
5,I am sure this is going to be the greatest 1st smart phone I have ever owned
3,It worked great for three months and now the power button isn't ...
5,Made a great birthday present
2,Two Stars
5,Five Stars
5,S4 Rocks!
5,Great
5,Awesome Phone
5,Five Stars
5,I love it!
4,Very good upgrade to the S3
4,Four Stars
5,Best phone I have ever owned.
4,Four Stars
5,Best cell phone ever
1,bad esn number could not activate.
5,Five Stars
5,Great Device!!
5,good product
5,Five Stars
4,Four Stars
5,Awesome
5,Lovin' It
3,Three Stars
5,love my samsung
5,Five Stars
5,perfect
1,One Star
5,The samsung galaxy S4 is great!
4,Best phone
5,Awesome
5,Awesome
5,upgrade from the S2
5,Five Stars
5,Five Stars
5,Five Stars
5,great phone
